record_id,record_type,field,search_attempted,sources_checked,result
ta-v2-anglo-3418,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3418,NOT_FOUND
ta-v2-anglo-3418,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3418,NOT_FOUND
ta-v2-anglo-3418,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3418,NOT_FOUND
ta-v2-anglo-3418,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3418,NOT_FOUND
ta-v2-anglo-3418,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3418,NOT_FOUND
ta-v2-anglo-3418,comparable,observed_date,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3418,NOT_FOUND
ta-v2-anglo-3417,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3417,NOT_FOUND
ta-v2-anglo-3417,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3417,NOT_FOUND
ta-v2-anglo-3417,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3417,NOT_FOUND
ta-v2-anglo-3417,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3417,NOT_FOUND
ta-v2-anglo-3417,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3417,NOT_FOUND
ta-v2-anglo-3417,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3417,NOT_FOUND
ta-v2-anglo-3417,comparable,observed_date,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.anglo-saxon.co.il/properties/single/?id=3417,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,balcony_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,total_outdoor_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_PUBLICLY_AVAILABLE
ta-ask-laguardia-garden-68,comparable,upper_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_PUBLICLY_AVAILABLE
ta-ask-laguardia-garden-68,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_PUBLICLY_AVAILABLE
ta-ask-laguardia-garden-68,comparable,parking_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,mamad,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
ta-ask-laguardia-garden-68,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/tel-aviv-area?area=1&city=5000&property=3&street=2648,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,balcony_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,total_outdoor_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,upper_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,parking_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,mamad,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
net-v2-dekel-6r163-5200,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341&property=7&sort=price-desc,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,balcony_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,total_outdoor_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,upper_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,parking_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,mamad,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
r1-net-bnei-reich21-4775,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.madlan.co.il/listings/bGX8sM3sDtH,NOT_FOUND
net-ask-triplex158,comparable,balcony_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,total_outdoor_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,upper_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,parking_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,mamad,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-triplex158,comparable,price_ils,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&maxRooms=6&minRooms=6&neighborhood=341,NOT_FOUND
net-ask-park-duplex140,comparable,balcony_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,total_outdoor_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,upper_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,parking_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,mamad,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
net-ask-park-duplex140,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&city=7400&neighborhood=341&property=7; https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,NOT_FOUND
ash-ask-homeless-penthouse170,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,NOT_FOUND
ash-ask-homeless-penthouse170,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,NOT_PUBLICLY_AVAILABLE
ash-ask-homeless-penthouse170,comparable,upper_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,NOT_PUBLICLY_AVAILABLE
ash-ask-homeless-penthouse170,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,NOT_FOUND
ash-ask-homeless-penthouse170,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,NOT_FOUND
ash-ask-wine22-penthouse160,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.ad.co.il/ad/16228309,NOT_FOUND
ash-ask-wine22-penthouse160,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.ad.co.il/ad/16228309,NOT_PUBLICLY_AVAILABLE
ash-ask-wine22-penthouse160,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.ad.co.il/ad/16228309,NOT_PUBLICLY_AVAILABLE
ash-ask-wine22-penthouse160,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.ad.co.il/ad/16228309,NOT_FOUND
ash-ask-wine22-penthouse160,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.ad.co.il/ad/16228309,NOT_FOUND
ash-ask-wine22-penthouse160,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.ad.co.il/ad/16228309,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,balcony_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,garden_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,total_outdoor_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,entry_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,upper_floor,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,number_of_levels,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,parking_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,storage_present,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,storage_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,mamad,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,orientation_count,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
ash-ask-barnea-duplex5r138,comparable,orientation_directions,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7,NOT_FOUND
r1-ash-arie-ben-eliezer-3850,comparable,balcony_area_sqm,"Targeted exact record/project search including direct page, floor-plan/brochure/spec terms where applicable",https://www.yad2.co.il/realestate/forsale/south?area=21&property=7; https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&maxRooms=5&minRooms=5&neighborhood=471&property=7&propertyGroup=apartments; https://www.ad.co.il/archive/nadlansale?props=18-18&rp5=5%2C5&sp1=28&sp2=42&view=list,NOT_FOUND
