record_id,record_type,field,value,source_url,source_title,source_type,retrieved_at,verification_status,notes
ta-v2-anglo-3418,comparable,total_outdoor_area_sqm,70,https://www.anglo-saxon.co.il/properties/single/?id=3418,Anglo-Saxon — duplex 5R Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3418,comparable,floor,6/6,https://www.anglo-saxon.co.il/properties/single/?id=3418,Anglo-Saxon — duplex 5R Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3418,comparable,parking_present,True,https://www.anglo-saxon.co.il/properties/single/?id=3418,Anglo-Saxon — duplex 5R Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3418,comparable,mamad,True,https://www.anglo-saxon.co.il/properties/single/?id=3418,Anglo-Saxon — duplex 5R Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3418,comparable,price_ils,2200000,https://www.anglo-saxon.co.il/properties/single/?id=3418,Anglo-Saxon — duplex 5R Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3418,comparable,listing_model_id,3418 / 6286,https://www.anglo-saxon.co.il/properties/single/?id=3418,Anglo-Saxon — duplex 5R Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,internal_area_sqm,170,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,terrace_area_sqm,80,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,total_outdoor_area_sqm,80,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,floor,4/5,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,parking_present,True,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,mamad,True,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,orientation_count,3,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,price_ils,2500000,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ta-v2-anglo-3417,comparable,listing_model_id,3417 / 61150,https://www.anglo-saxon.co.il/properties/single/?id=3417,Anglo-Saxon — 6R duplex Yad Eliyahu,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,internal_area_sqm,170,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,terrace_area_sqm,105,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,total_outdoor_area_sqm,105,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,number_of_levels,1,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,parking_count,2,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,storage_present,True,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,mamad,True,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,orientation_count,4,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,price_ils,3440000,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,observed_date,2026-09-07,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-homeless-penthouse170,comparable,listing_model_id,366899,https://m.homeless.co.il/Saletivuch/viewad%2C366899.aspx,Homeless — 6R penthouse Barnea B,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,internal_area_sqm,160,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,balcony_area_sqm,40,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,total_outdoor_area_sqm,40,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,floor,19/19,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,parking_count,3,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,storage_present,True,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,mamad,True,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,price_ils,3780000,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,observed_date,2025-09-15,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-wine22-penthouse160,comparable,listing_model_id,16228309,https://www.ad.co.il/ad/16228309,ad — Derech HaYain 22 penthouse,direct_or_archive_listing,2026-09-12,VERIFIED,
net-archive-park25-duplex140-2470,comparable,internal_area_sqm,140,https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,ad archive — Derech HaPark 25 duplex,direct_or_archive_listing,2026-09-12,VERIFIED,
net-archive-park25-duplex140-2470,comparable,balcony_area_sqm,18,https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,ad archive — Derech HaPark 25 duplex,direct_or_archive_listing,2026-09-12,VERIFIED,
net-archive-park25-duplex140-2470,comparable,total_outdoor_area_sqm,18,https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,ad archive — Derech HaPark 25 duplex,direct_or_archive_listing,2026-09-12,VERIFIED,
net-archive-park25-duplex140-2470,comparable,parking_present,True,https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,ad archive — Derech HaPark 25 duplex,direct_or_archive_listing,2026-09-12,VERIFIED,
net-archive-park25-duplex140-2470,comparable,storage_present,True,https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,ad archive — Derech HaPark 25 duplex,direct_or_archive_listing,2026-09-12,VERIFIED,
net-archive-park25-duplex140-2470,comparable,mamad,True,https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,ad archive — Derech HaPark 25 duplex,direct_or_archive_listing,2026-09-12,VERIFIED,
net-archive-park25-duplex140-2470,comparable,price_ils,2470000,https://www.ad.co.il/archive/nadlansale?props=20-27&sp1=28&sp2=133&sp3=182&sp4=1375&view=list&withimage=1,ad archive — Derech HaPark 25 duplex,direct_or_archive_listing,2026-09-12,VERIFIED,
ash-ask-barnea-duplex5r138,comparable,parking_present,True,https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&neighborhood=471&property=7&propertyGroup=apartments,Yad2 — Barnea duplex search,major_property_platform,2026-09-12,VERIFIED,
r1-ash-arie-ben-eliezer-3850,comparable,price_conflict,₪3.85M baseline vs ₪3.0M R1 vs ₪1.85M current search,https://www.yad2.co.il/realestate/forsale/south?area=21&city=7100&maxRooms=5&minRooms=5&neighborhood=471&property=7&propertyGroup=apartments,Yad2 — 5R duplex Barnea search,major_property_platform,2026-09-12,CONFLICTING,No stable IDs prove identity; prices not reconciled.
ta-rayk-east-side,project,number_of_units,93,https://www.raykgroup.com/projects/market/?ContentID=62918,RAYK Group project page,official_or_major_project_source,2026-09-12,VERIFIED,
ta-rayk-east-side,project,architect,זית לב אדריכלים,https://www.raykgroup.com/projects/market/?ContentID=62918,RAYK Group project page,official_or_major_project_source,2026-09-12,VERIFIED,
ta-rayk-east-side,project,product_types,garden;garden_duplex;penthouse;large 5-7R,https://rayklocations.raykgroup.com/east/,RAYK EAST SIDE official,official_or_major_project_source,2026-09-12,VERIFIED,
ta-rayk-east-side,project,number_of_elevators,2,https://rayklocations.raykgroup.com/east/,RAYK EAST SIDE official,official_or_major_project_source,2026-09-12,VERIFIED,
ta-rayk-east-side,project,parking,underground conventional parking,https://rayklocations.raykgroup.com/east/,RAYK EAST SIDE official,official_or_major_project_source,2026-09-12,VERIFIED,
ta-tidhar-between,project,number_of_units,289,https://www.yad2.co.il/yad1/project/16499,Yad2 project page,official_or_major_project_source,2026-09-12,VERIFIED,
ta-tidhar-between,project,number_of_buildings,7,https://www.yad2.co.il/yad1/project/16499,Yad2 project page,official_or_major_project_source,2026-09-12,VERIFIED,
ta-tidhar-between,project,model_table,50A;59.1;97;105B1;80A;80B;80D1;95A;79B,https://www.tidhar-benhasderot.co.il/,Tidhar official project site,official_or_major_project_source,2026-09-12,VERIFIED,
ta-tidhar-between,project,contractor_company,תדהר,https://www.tidhar-benhasderot.co.il/,Tidhar official project site,official_or_major_project_source,2026-09-12,VERIFIED,
ta-galipolis,project,number_of_units,69,https://almog-ltd.com/project/galipoliz/,Almog official project page,official_or_major_project_source,2026-09-12,VERIFIED,
ta-galipolis,project,number_of_floors,7,https://almog-ltd.com/project/galipoliz/,Almog official project page,official_or_major_project_source,2026-09-12,VERIFIED,
ta-galipolis,project,architect,פרייס אדריכלים,https://almog-ltd.com/project/galipoliz/,Almog official project page,official_or_major_project_source,2026-09-12,VERIFIED,
ta-galipolis,project,product_types,garden;garden_duplex;penthouse,https://almog-ltd.com/project/galipoliz/,Almog official project page,official_or_major_project_source,2026-09-12,VERIFIED,
net-bereshit-family,project,number_of_units,62,https://www.azoulay-group.co.il/%D7%91%D7%A8%D7%90%D7%A9%D7%99%D7%AA-%D7%A4%D7%9E%D7%9C%D7%99-%D7%A7%D7%A8%D7%99%D7%AA-%D7%94%D7%A9%D7%A8%D7%95%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94/,Azoulay Group official,official_or_major_project_source,2026-09-12,VERIFIED,
net-bereshit-family,project,number_of_floors,15,https://www.azoulay-group.co.il/%D7%91%D7%A8%D7%90%D7%A9%D7%99%D7%AA-%D7%A4%D7%9E%D7%9C%D7%99-%D7%A7%D7%A8%D7%99%D7%AA-%D7%94%D7%A9%D7%A8%D7%95%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94/,Azoulay Group official,official_or_major_project_source,2026-09-12,VERIFIED,
net-bereshit-family,project,architect,גור אדריכלים,https://www.azoulay-group.co.il/%D7%91%D7%A8%D7%90%D7%A9%D7%99%D7%AA-%D7%A4%D7%9E%D7%9C%D7%99-%D7%A7%D7%A8%D7%99%D7%AA-%D7%94%D7%A9%D7%A8%D7%95%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94/,Azoulay Group official,official_or_major_project_source,2026-09-12,VERIFIED,
net-bereshit-family,project,garden_starting_price,2490000,https://www.yad2.co.il/yad1/project/13271,Yad2 project page,official_or_major_project_source,2026-09-12,VERIFIED,
net-gabay-park,project,address,"שדרות בנימין 98, נתניה",https://gabaygroup.com/projects/%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94/,Gabay official,official_or_major_project_source,2026-09-12,VERIFIED,
net-gabay-park,project,number_of_floors,23,https://gabaygroup.com/projects/%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94/,Gabay official,official_or_major_project_source,2026-09-12,VERIFIED,
net-gabay-park,project,number_of_units,82,https://gabaygroup.com/projects/%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94/,Gabay official,official_or_major_project_source,2026-09-12,VERIFIED,
net-gabay-park,project,area_range_sqm,98-189.2,https://www.yad2.co.il/yad1/project/15441,Yad2 project page,official_or_major_project_source,2026-09-12,VERIFIED,
net-gabay-park,project,penthouse_model,6R / 189.2m² / floor 23,https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=17&maxRooms=6&minRooms=6&propertyGroup=houses,Yad2 search,official_or_major_project_source,2026-09-12,VERIFIED,
net-the-strip,project,address,"בן צבי 60-72+86-92, נתניה",https://auraisrael.co.il/project/%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%91%D7%9F-%D7%A6%D7%91%D7%99/,Aura official,official_or_major_project_source,2026-09-12,VERIFIED,
net-the-strip,project,number_of_buildings,11,https://auraisrael.co.il/project/%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%91%D7%9F-%D7%A6%D7%91%D7%99/,Aura official,official_or_major_project_source,2026-09-12,VERIFIED,
net-the-strip,project,number_of_units,1158,https://auraisrael.co.il/project/%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%91%D7%9F-%D7%A6%D7%91%D7%99/,Aura official,official_or_major_project_source,2026-09-12,VERIFIED,
net-the-strip,project,architect,כנען שנהב,https://auraisrael.co.il/project/%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%91%D7%9F-%D7%A6%D7%91%D7%99/,Aura official,official_or_major_project_source,2026-09-12,VERIFIED,
net-the-strip,project,penthouse_model,6R / 209m² / floor 38,https://www.yad2.co.il/realestate/forsale/center-and-sharon?area=70&city=0182&dealType=1&page=1,Yad2 search,official_or_major_project_source,2026-09-12,VERIFIED,
ash-halomot-barnea,project,number_of_units,~900,https://www.shbn.co.il/projects/ashkelon-dreams/,Shikun & Binui official,official_or_major_project_source,2026-09-12,VERIFIED,
ash-halomot-barnea,project,product_types,4-5R;garden;mini-penthouse;penthouse,https://www.shbn.co.il/projects/ashkelon-dreams/,Shikun & Binui official,official_or_major_project_source,2026-09-12,VERIFIED,
ash-halomot-barnea,project,mamad,True,https://www.shbn.co.il/projects/ashkelon-dreams/,Shikun & Binui official technical spec,official_or_major_project_source,2026-09-12,VERIFIED,
ash-peretz-wine,project,model_A,5R / 126m² / balcony 14.36 / storage 4.47 / 2 parking,https://www.peretzbh.co.il/mishtaken/%D7%A4%D7%A8%D7%A5-%D7%91%D7%95%D7%A0%D7%99-%D7%94%D7%A0%D7%92%D7%91-%D7%A2%D7%99%D7%A8-%D7%94%D7%99%D7%99%D7%9F-%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F/apartments/,Peretz official model table,official_or_major_project_source,2026-09-12,VERIFIED,
ash-peretz-wine,project,number_of_units,198,https://koratgag.co.il/residentual/%D7%A2%D7%99%D7%A8-%D7%94%D7%99%D7%99%D7%9F-%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F/,Korat Gag project profile,official_or_major_project_source,2026-09-12,VERIFIED,
ash-peretz-wine,project,architect,שורץ בסנוף אדריכלים ובוני ערים בע״מ,https://koratgag.co.il/residentual/%D7%A2%D7%99%D7%A8-%D7%94%D7%99%D7%99%D7%9F-%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F/,Korat Gag project profile,official_or_major_project_source,2026-09-12,VERIFIED,
ash-jade,project,model_table,3R 77.5;4R 106;5R 126;6R 146;PH5 152;PH6 173,https://www.yad2.co.il/yad1/project/19080,Yad2 project page,official_or_major_project_source,2026-09-12,VERIFIED,
ash-jade,project,architect,עדו דאובר,https://www.yad2.co.il/yad1/project/19080,Yad2 project page,official_or_major_project_source,2026-09-12,VERIFIED,
